gene,orthologs
Ahg494813,AT5G42200
Ahg494814,AT3G33151
Ahg494819,AT5G42146
Ahg494821,AT5G42120
Ahg494823,AT5G47820
Ahg494824,AT5G47830
Ahg494828,AT5G47860
Ahg494829,AT5G47870
Ahg494831,AT5G47880
Ahg494832,AT5G47890
Ahg494835,AT5G47900
Ahg494838,AT5G47920
Ahg494841,AT5G47950
Ahg494842,AT5G47990
Ahg494853,AT5G47960
Ahg494855,AT5G48030
Ahg494857,AT5G48060
Ahg494858,AT5G48070
Ahg494860,AT3G24080
Ahg494862,AT5G48090
Ahg494864,AT5G48130
Ahg494865,AT5G48140
Ahg494868,AT5G48160
Ahg494871,AT5G48170
Ahg494872,AT5G48180
Ahg494873,AT5G48220
Ahg494876,AT5G48230
Ahg494878,AT5G48240
Ahg494881,AT5G48290
Ahg494882,AT5G48300
Ahg494884,AT5G48330
Ahg494886,AT1G27030
Ahg494887,AT5G48360
Ahg494889,AT5G48370
Ahg494891,AT5G48380
Ahg494895,AT5G48400
Ahg494897,AT5G48430
Ahg494898,AT5G48440
Ahg494901,AT3G32340
Ahg494908,AT5G48470
Ahg494910,AT5G48490
Ahg494911,AT5G48500
Ahg494914,AT5G48520
Ahg494915,AT5G01760
Ahg494916,AT5G48540
Ahg494917,AT5G48545
Ahg494918,AT5G48560
Ahg494919,AT5G48570
Ahg494924,AT5G43470
Ahg494926,AT5G48640
Ahg494927,AT5G48650
Ahg494930,AT5G48655
Ahg494931,AT5G48657
Ahg494932,AT5G48660
Ahg494934,AT5G48680
Ahg494937,AT5G48720
Ahg494938,AT5G48730
Ahg494941,AT5G48760
Ahg494942,AT5G48790
Ahg494944,AT5G48810
Ahg494946,AT5G48830
Ahg494947,AT5G48840
Ahg494948,AT5G48850
Ahg494953,AT5G48900
Ahg494955,AT5G48910
Ahg494958,AT5G48950
Ahg494959,AT5G48960
Ahg494960,AT5G48970
Ahg494961,AT5G49000
Ahg494964,AT5G49020
Ahg494966,AT5G49030
Ahg494969,AT3G49620
Ahg494970,AT5G49060
Ahg494971,AT5G49070
Ahg494976,AT5G49120
Ahg494978,AT5G49170
Ahg494979,AT5G49180
Ahg494980,AT5G49190
Ahg494981,AT2G22055
Ahg494982,AT1G36925
Ahg494984,AT5G49215
Ahg494985,AT5G49220
Ahg494988,AT5G49270
Ahg494989,AT5G49280
Ahg494993,AT5G49350
Ahg494997,AT5G49400
Ahg494999,AT5G49430
Ahg495000,AT5G49448
Ahg495004,AT5G49470
Ahg495005,AT5G49480
Ahg495006,AT3G44150
Ahg495010,AT5G49510
Ahg495012,AT5G49530
Ahg495014,AT5G49550
Ahg495015,AT5G49555
Ahg495016,AT5G49560
Ahg495017,AT5G49570
Ahg495021,AT5G49620
Ahg495022,AT5G49630
Ahg495023,AT5G49650
Ahg495025,AT5G49660
Ahg495031,AT5G49710
Ahg495032,AT5G49720
Ahg495035,AT5G49750
Ahg495036,AT5G49760
Ahg495037,AT5G49770
Ahg495039,AT5G49800
Ahg495040,AT5G49810
Ahg495041,AT5G49820
Ahg495042,AT5G49830
Ahg495043,AT5G49840
Ahg495044,AT5G49880
Ahg495045,AT5G49890
Ahg495046,AT5G49910
Ahg495050,AT5G49950
Ahg495052,AT5G49970
Ahg495054,AT5G49980
Ahg495055,AT5G49990
Ahg495057,AT5G50012
Ahg495060,AT5G50020
Ahg495062,AT5G50040
Ahg495065,AT5G50080
Ahg495066,AT5G50100
Ahg495067,AT5G50120
Ahg495070,AT5G50130
Ahg495072,AT5G50160
Ahg495073,AT5G50170
Ahg495074,AT5G50175
Ahg495075,AT5G50180
Ahg495076,AT5G50190
Ahg495077,AT5G50200
Ahg495081,AT5G50230
Ahg495082,AT5G50240
Ahg495086,AT5G50260
Ahg495088,AT5G50290
Ahg495089,AT5G50300
Ahg495090,AT5G50310
Ahg495092,AT5G50320
Ahg495093,AT5G50330
Ahg495095,AT5G50335
Ahg495100,AT5G50370
Ahg495101,AT5G50375
Ahg495103,AT5G50380
Ahg495104,AT5G50390
Ahg495109,AT5G50430
Ahg495111,AT5G50440
Ahg495112,AT5G50450
Ahg495113,AT5G50460
Ahg495114,AT5G50480
Ahg495116,AT5G50520
Ahg495120,AT5G50660
Ahg495124,AT5G50580
Ahg495130,AT5G50700
Ahg495133,AT5G50710
Ahg495134,AT5G50720
Ahg495136,AT5G50740
Ahg495139,AT5G50760
Ahg495140,AT5G50780
Ahg495141,AT5G50790
Ahg495143,AT5G50810
Ahg495144,AT5G50820
Ahg495145,AT5G50830
Ahg495147,AT5G50840
Ahg495150,AT5G50860
Ahg495151,AT5G50870
Ahg495154,AT5G50915
Ahg495156,AT5G50920
Ahg495160,AT5G50950
Ahg495163,AT5G50970
Ahg495165,AT5G51000
Ahg495168,AT5G51030
Ahg495170,AT5G51040
Ahg495172,AT5G51060
Ahg495173,AT5G51070
Ahg495179,AT5G51110
Ahg495181,AT5G51130
Ahg495185,AT5G51170
Ahg495187,AT5G51180
Ahg495189,AT5G51190
Ahg495190,AT5G51200
Ahg495191,AT5G51210
Ahg495194,AT5G51230
Ahg495196,AT5G51260
Ahg495199,AT5G51290
Ahg495202,AT5G51300
Ahg495203,AT5G51310
Ahg495204,AT5G51330
Ahg495205,AT5G51340
Ahg495207,AT5G51370
Ahg495209,AT5G51380
Ahg495210,AT5G51390
Ahg495211,AT5G51400
Ahg495212,AT5G51410
Ahg495214,AT5G51430
Ahg495215,AT5G51440
Ahg495217,AT5G51451
Ahg495218,AT5G51460
Ahg495223,AT5G51510
Ahg495224,AT5G51520
Ahg495225,AT5G51530
Ahg495227,AT5G51545
Ahg495229,AT5G51590
Ahg495230,AT5G51600
Ahg495231,AT5G51640
Ahg495232,AT5G51660
Ahg495238,AT5G51710
Ahg495239,AT5G51720
Ahg495240,AT5G51740
Ahg495241,AT5G51750
Ahg495242,AT5G51760
Ahg495243,AT5G51780
Ahg495246,AT5G51810
Ahg495247,AT5G51820
Ahg495249,AT5G51840
Ahg495255,AT5G51890
Ahg495258,AT5G51910
Ahg495261,AT5G51940
Ahg495263,AT5G51950
Ahg495266,AT5G51980
Ahg495273,AT5G52030
Ahg495275,AT5G52040
Ahg495276,AT5G52050
Ahg495277,AT1G17277
Ahg495281,AT5G52100
Ahg495283,AT5G52110
Ahg495284,AT5G52140
Ahg495285,AT5G52150
Ahg495287,AT5G52190
Ahg495289,AT5G52210
Ahg495292,AT5G52230
Ahg495293,AT5G52240
Ahg495294,AT5G52250
Ahg495295,AT5G52260
Ahg495296,AT5G52270
Ahg495299,AT5G52300
Ahg495302,AT5G52320
Ahg495305,AT5G52360
Ahg495306,AT5G52380
Ahg495312,AT5G52420
Ahg495313,AT5G52430
Ahg495315,AT5G52460
Ahg495317,AT5G52470
Ahg495319,AT5G52510
Ahg495320,AT5G52520
Ahg495325,AT5G52552
Ahg495327,AT5G52560
Ahg495328,AT5G52570
Ahg495330,AT5G52580
Ahg495332,AT5G52620
Ahg495334,AT5G52640
Ahg495335,AT5G52650
Ahg495338,AT5G52670
Ahg495340,AT5G52750
Ahg495341,AT5G52780
Ahg495342,AT5G52790
Ahg495344,AT5G52800
Ahg495345,AT5G52810
Ahg495347,AT5G52830
Ahg495348,AT5G52840
Ahg495349,AT5G52850
Ahg495353,AT5G52882
Ahg495355,AT5G52900
Ahg495356,AT5G52920
Ahg495357,AT5G52930
Ahg495358,AT5G52940
Ahg495362,AT5G52970
Ahg495363,AT5G52980
Ahg495365,AT5G52990
Ahg495366,AT5G53020
Ahg495371,AT5G53050
Ahg495374,AT5G53060
Ahg495375,AT5G53080
Ahg495376,AT5G53090
Ahg495378,AT5G53110
Ahg495379,AT5G53120
Ahg495386,AT5G53150
Ahg495389,AT5G53170
Ahg495390,AT5G53180
Ahg495392,AT5G53190
Ahg495395,AT5G53220
Ahg495398,AT5G53250
Ahg495401,AT5G53280
Ahg495407,AT5G53340
Ahg495409,AT5G53370
Ahg495410,AT5G53380
Ahg495412,AT5G53400
Ahg495414,AT5G53420
Ahg495417,AT5G53450
Ahg495420,AT5G53480
Ahg495421,AT5G53486
Ahg495426,AT5G53490
Ahg495427,AT5G53500
Ahg495431,AT5G53540
Ahg495433,AT5G53570
Ahg495434,AT5G53580
Ahg495435,AT5G53588
Ahg495444,AT5G53650
Ahg495448,AT5G53710
Ahg495449,AT5G53730
Ahg495450,AT5G53742
Ahg495451,AT5G53750
Ahg495453,AT5G53760
Ahg495454,AT5G53770
Ahg495458,AT5G53820
Ahg495459,AT5G53830
Ahg495460,AT5G53840
Ahg495467,AT5G53890
Ahg495469,AT5G53900
Ahg495472,AT5G53920
Ahg495474,AT5G53940
Ahg495477,AT5G53980
Ahg495482,AT5G54060
Ahg495484,AT5G54070
Ahg495487,AT5G54090
Ahg495490,AT5G54110
Ahg495493,AT5G54130
Ahg495494,AT5G54140
Ahg495495,AT5G54145
Ahg495496,AT5G54150
Ahg495497,AT5G54160
Ahg495499,AT5G54180
Ahg495500,AT5G53742
Ahg495501,AT5G54190
Ahg495503,AT5G54200
Ahg495510,AT5G54250
Ahg495511,AT5G54260
Ahg495512,AT5G54270
Ahg495514,AT5G54290
Ahg495515,AT5G54300
Ahg495516,AT5G54310
Ahg495518,AT5G54380
Ahg495519,AT5G54390
Ahg495521,AT5G54330
Ahg495522,AT5G54320
Ahg495523,AT5G54340
Ahg495525,AT5G54450
Ahg495528,AT5G54470
Ahg495530,AT5G54490
Ahg495531,AT5G54500
Ahg495533,AT5G54530
Ahg495534,AT5G54540
Ahg495535,AT5G54550
Ahg495536,AT5G54570
Ahg495538,AT5G54585
Ahg495540,AT5G54590
Ahg495542,AT5G54600
Ahg495546,AT5G54650
Ahg495549,AT5G54680
Ahg495550,AT5G54690
Ahg495551,AT5G54730
Ahg495552,AT5G54740
Ahg495556,AT5G54760
Ahg495559,AT5G54780
Ahg495560,AT5G54790
Ahg495562,AT5G54810
Ahg495564,AT5G54840
Ahg495568,AT5G54860
Ahg495572,AT5G54900
Ahg495573,AT5G54910
Ahg495575,AT5G54920
Ahg495579,AT5G54960
Ahg495580,AT5G54970
Ahg495581,AT5G54980
Ahg495582,AT5G54990
Ahg495585,AT5G55020
Ahg495586,AT5G55040
Ahg495588,AT5G55050
Ahg495589,AT5G55060
Ahg495590,AT5G55070
Ahg495591,AT5G55090
Ahg495592,AT5G55100
Ahg495599,AT5G55140
Ahg495600,AT5G55150
Ahg495603,AT5G55180
Ahg495605,AT5G55200
Ahg495607,AT5G55220
Ahg495608,AT5G55230
Ahg495609,AT5G55240
Ahg495611,AT5G55250
Ahg495612,AT5G55260
Ahg495613,AT5G55270
Ahg495615,AT5G55300
Ahg495617,AT5G55320
Ahg495618,AT5G55330
Ahg495619,AT5G55340
Ahg495620,AT5G55350
Ahg495621,AT5G55380
Ahg495622,AT5G55390
Ahg495625,AT5G55410
Ahg495626,AT5G55420
Ahg495628,AT5G55450
Ahg495629,AT5G55460
Ahg495630,AT5G55470
Ahg495631,AT5G55480
Ahg495632,AT5G55490
Ahg495634,AT5G55510
Ahg495637,AT5G55530
Ahg495640,AT5G55540
Ahg495641,AT5G55550
Ahg495644,AT5G55560
Ahg495645,AT5G55580
Ahg495646,AT5G55590
Ahg495647,AT5G55600
Ahg495650,AT5G55610
Ahg495651,AT5G55630
Ahg495652,AT5G55640
Ahg495653,AT5G55660
Ahg495654,AT5G55670
Ahg495656,AT5G55700
Ahg495658,AT5G55720
Ahg495659,AT5G55730
Ahg495661,AT5G55760
Ahg495662,AT5G46660
Ahg495663,AT5G55810
Ahg495664,AT5G55830
Ahg495665,AT5G55840
Ahg495666,AT5G55850
Ahg495668,AT5G55860
Ahg495669,AT5G55890
Ahg495672,AT5G55900
Ahg495673,AT5G55910
Ahg495674,AT5G55920
Ahg495675,AT5G55930
Ahg495677,AT5G55950
Ahg495679,AT5G55990
Ahg495680,AT5G55970
Ahg495683,AT5G56000
Ahg495688,AT5G56010
Ahg495689,AT5G56020
Ahg495692,AT5G56050
Ahg495693,AT5G56075
Ahg495698,AT5G56120
Ahg495700,AT5G56140
Ahg495701,AT5G56150
Ahg495704,AT5G56170
Ahg495706,AT5G56180
Ahg495709,AT5G56200
Ahg495713,AT5G56240
Ahg495715,AT5G56250
Ahg495716,AT5G56260
Ahg495718,AT5G56280
Ahg495719,AT5G56290
Ahg495722,AT5G56320
Ahg495723,AT5G56325
Ahg495725,AT5G56340
Ahg495726,AT5G56350
Ahg495728,AT5G56368
Ahg495730,AT5G56370
Ahg495732,AT5G56400
Ahg495733,AT5G56430
Ahg495734,AT5G56450
Ahg495735,AT5G56452
Ahg495739,AT5G56500
Ahg495741,AT5G56510
Ahg495743,AT5G56530
Ahg495744,AT5G51960
Ahg495746,AT5G56570
Ahg495747,AT5G56580
Ahg495751,AT5G56610
Ahg495753,AT5G56620
Ahg495754,AT5G56630
Ahg495755,AT5G56640
Ahg495757,AT5G56660
Ahg495758,AT5G56680
Ahg495760,AT5G56700
Ahg495762,AT5G56710
Ahg495764,AT5G56730
Ahg495765,AT5G56740
Ahg495766,AT5G56750
Ahg495767,AT5G56760
Ahg495769,AT5G56790
Ahg495770,AT5G56810
Ahg495771,AT5G56820
Ahg495776,AT5G56860
Ahg495778,AT5G56880
Ahg495779,AT5G56890
Ahg495780,AT5G56900
Ahg495787,AT5G56980
Ahg495790,AT5G57000
Ahg495793,AT5G57020
Ahg495796,AT5G57040
Ahg495797,AT5G57050
Ahg495799,AT5G57060
Ahg495801,AT5G57070
Ahg495806,AT5G57120
Ahg495807,AT5G57123
Ahg495811,AT5G57150
Ahg495812,AT5G57160
Ahg495815,AT5G57180
Ahg495816,AT5G57190
Ahg495818,AT5G57210
Ahg495822,AT5G57250
Ahg495825,AT5G57270
Ahg495827,AT5G57280
Ahg495829,AT5G57300
Ahg495830,AT5G57320
Ahg495834,AT5G57345
Ahg495837,AT5G57370
Ahg495838,AT5G57380
Ahg495839,AT5G57390
Ahg495841,AT5G57410
Ahg495843,AT5G57440
Ahg495846,AT5G57460
Ahg495848,AT5G57490
Ahg495852,AT5G57530
Ahg495853,AT5G57550
Ahg495855,AT5G57580
Ahg495856,AT5G57590
Ahg495857,AT5G57610
Ahg495859,AT5G57625
Ahg495863,AT5G57660
Ahg495864,AT5G57670
Ahg495865,AT5G57685
Ahg495867,AT5G57700
Ahg495875,AT5G57790
Ahg495876,AT5G57800
Ahg495877,AT5G57810
Ahg495879,AT5G57830
Ahg495882,AT5G57860
Ahg495887,AT5G57870
Ahg495889,AT5G57887
Ahg495890,AT5G57900
Ahg495891,AT2G06555
Ahg495894,AT5G57940
Ahg495900,AT5G57970
Ahg495901,AT5G57980
Ahg495902,AT5G57990
Ahg495905,AT5G58005
Ahg495908,AT5G58020
Ahg495910,AT5G58040
Ahg495912,AT5G58060
Ahg495914,AT5G58090
Ahg495916,AT5G58110
Ahg495917,AT5G58130
Ahg495918,AT5G58140
Ahg495923,AT5G58160
Ahg495927,AT5G58210
Ahg495929,AT5G58220
Ahg495932,AT5G58230
Ahg495935,AT5G58260
Ahg495937,AT5G58270
Ahg495939,AT5G58290
Ahg495943,AT5G58310
Ahg495944,AT5G58320
Ahg495948,AT5G58330
Ahg495950,AT5G58350
Ahg495954,AT5G58375
Ahg495955,AT5G58380
Ahg495957,AT2G07110
Ahg495958,AT5G58410
Ahg495959,AT5G58420
Ahg495961,AT5G58440
Ahg495963,AT5G58460
Ahg495964,AT5G58820
Ahg495966,AT5G58470
Ahg495968,AT5G58490
Ahg495970,AT5G58510
Ahg495972,AT5G58520
Ahg495973,AT5G58530
Ahg495975,AT5G58540
Ahg495977,AT5G58550
Ahg495981,AT5G58580
Ahg495982,AT5G58590
Ahg495984,AT5G58600
Ahg495985,AT5G58620
Ahg495986,AT5G58640
Ahg495988,AT5G58660
Ahg495989,AT5G58670
Ahg495993,AT5G58700
Ahg495994,AT5G58710
Ahg495998,AT5G58730
Ahg495999,AT5G58740
Ahg496000,AT5G58750
Ahg496001,AT5G58760
Ahg496002,AT5G58770
Ahg496003,AT5G58782
Ahg496006,AT5G58787
Ahg496008,AT5G58800
Ahg496009,AT5G58830
Ahg496010,AT5G58870
Ahg496013,AT5G58900
Ahg496014,AT5G58910
Ahg496016,AT5G58930
Ahg496018,AT5G58950
Ahg496019,AT5G58960
Ahg496022,AT5G58970
Ahg496025,AT5G52370
Ahg496027,AT5G59000
Ahg496029,AT5G59010
Ahg496030,AT5G59020
Ahg496032,AT5G59240
Ahg496033,AT5G59230
Ahg496034,AT5G59220
Ahg496037,AT5G59200
Ahg496044,AT5G59130
Ahg496045,AT5G59120
Ahg496047,AT5G59100
Ahg496048,AT5G59080
Ahg496051,AT5G59050
Ahg496052,AT5G59040
Ahg496053,AT5G59030
Ahg496056,AT5G59290
Ahg496059,AT5G59320
Ahg496062,AT5G59350
Ahg496063,AT5G59360
Ahg496065,AT5G59370
Ahg496067,AT5G59400
Ahg496069,AT5G59420
Ahg496070,AT5G59430
Ahg496077,AT5G59450
Ahg496078,AT5G59460
Ahg496081,AT5G59480
Ahg496082,AT5G59490
Ahg496083,AT5G59500
Ahg496085,AT5G59520
Ahg496088,AT5G59540
Ahg496089,AT5G59550
Ahg496092,AT5G59570
Ahg496094,AT5G59590
Ahg496095,AT5G59600
Ahg496096,AT5G59610
Ahg496097,AT5G59613
Ahg496101,AT5G59690
Ahg496102,AT5G59700
Ahg496103,AT5G59710
Ahg496104,AT5G59720
Ahg496108,AT5G59750
Ahg496109,AT5G59760
Ahg496112,AT5G59780
Ahg496114,AT5G59790
Ahg496115,AT5G59800
Ahg496120,AT5G59840
Ahg496121,AT5G59845
Ahg496124,AT5G59880
Ahg496128,AT5G59910
Ahg496130,AT5G59950
Ahg496133,AT5G59960
Ahg496134,AT5G59970
Ahg496140,AT5G60020
Ahg496141,AT5G60030
Ahg496142,AT5G60040
Ahg496144,AT5G60060
Ahg496146,AT5G60080
Ahg496147,AT5G60090
Ahg496148,AT5G60100
Ahg496151,AT5G60120
Ahg496153,AT5G60140
Ahg496158,AT5G60200
Ahg496159,AT5G60210
Ahg496163,AT5G60270
Ahg496166,AT5G60300
Ahg496169,AT5G60320
Ahg496170,AT5G60330
Ahg496171,AT5G60335
Ahg496172,AT5G60360
Ahg496175,AT5G60370
Ahg496177,AT5G60390
Ahg496184,AT5G60400
Ahg496189,AT5G60410
Ahg496192,AT5G60450
Ahg496195,AT5G60490
Ahg496196,AT5G60510
Ahg496200,AT5G60540
Ahg496203,AT5G60570
Ahg496205,AT5G60580
Ahg496210,AT5G60615
Ahg496212,AT5G60640
Ahg496214,AT5G60650
Ahg496216,AT5G60670
Ahg496217,AT5G60680
Ahg496218,AT5G60690
Ahg496220,AT5G60720
Ahg496221,AT5G60730
Ahg496223,AT5G60750
Ahg496224,AT5G60760
Ahg496228,AT5G60800
Ahg496230,AT5G60830
Ahg496236,AT5G60870
Ahg496240,AT5G60890
Ahg496241,AT5G60900
Ahg496244,AT5G60920
Ahg496246,AT5G60940
Ahg496249,AT5G60960
Ahg496250,AT5G60970
Ahg496254,AT5G61000
Ahg496255,AT5G61020
Ahg496258,AT5G61040
Ahg496261,AT5G61090
Ahg496263,AT5G61120
Ahg496269,AT5G61170
Ahg496270,AT5G61180
Ahg496271,AT5G61190
Ahg496275,AT5G61220
Ahg496276,AT5G61228
Ahg496278,AT5G61240
Ahg496280,AT5G61250
Ahg496281,AT5G61260
Ahg496285,AT5G61290
Ahg496286,AT5G61300
Ahg496289,AT5G61310
Ahg496290,AT5G61320
Ahg496296,AT5G61370
Ahg496297,AT5G61380
Ahg496298,AT5G61390
Ahg496302,AT5G61430
Ahg496303,AT5G61440
Ahg496304,AT5G61450
Ahg496305,AT5G61460
Ahg496306,AT5G61470
Ahg496307,AT5G61480
Ahg496309,AT5G61500
Ahg496310,AT5G61510
Ahg496313,AT5G61530
Ahg496317,AT5G61540
Ahg496318,AT5G61550
Ahg496320,AT5G27260
Ahg496321,AT5G61560
Ahg496324,AT5G61580
Ahg496326,AT5G61590
Ahg496327,AT5G61600
Ahg496328,AT5G61605
Ahg496329,AT5G61610
Ahg496330,AT5G61620
Ahg496331,AT5G61630
Ahg496333,AT5G61670
Ahg496336,AT5G61690
Ahg496338,AT5G61700
Ahg496339,AT5G61720
Ahg496340,AT5G61740
Ahg496341,AT5G61750
Ahg496342,AT5G61760
Ahg496347,AT5G61790
Ahg496351,AT5G61820
Ahg496352,AT5G61840
Ahg496355,AT5G61865
Ahg496358,AT5G61900
Ahg496360,AT5G61910
Ahg496364,AT5G61930
Ahg496370,AT5G61970
Ahg496371,AT5G61980
Ahg496372,AT5G61990
Ahg496377,AT5G62030
Ahg496379,AT5G62050
Ahg496381,AT5G62070
Ahg496383,AT5G62080
Ahg496387,AT5G62100
Ahg496390,AT5G62140
Ahg496395,AT5G62180
Ahg496396,AT5G62190
Ahg496397,AT5G62200
Ahg496399,AT5G62230
Ahg496400,AT5G62240
Ahg496401,AT5G62250
Ahg496402,AT5G62260
Ahg496406,AT5G62290
Ahg496408,AT5G62300
Ahg496412,AT5G62350
Ahg496413,AT5G62360
Ahg496414,AT5G62370
Ahg496418,AT5G62410
Ahg496421,AT5G62440
Ahg496422,AT5G62460
Ahg496423,AT5G62470
Ahg496425,AT5G62480
Ahg496427,AT5G62490
Ahg496428,AT5G62500
Ahg496432,AT5G62530
Ahg496435,AT5G62560
Ahg496438,AT5G62575
Ahg496440,AT5G62600
Ahg496441,AT5G62610
Ahg496442,AT5G62620
Ahg496445,AT5G62630
Ahg496447,AT5G62640
Ahg496448,AT5G62650
Ahg496450,AT5G62680
Ahg496451,AT5G62690
Ahg496454,AT5G62720
Ahg496456,AT5G62740
Ahg496457,AT5G62750
Ahg496458,AT5G62760
Ahg496460,AT5G62770
Ahg496464,AT5G62810
Ahg496466,AT5G62830
Ahg496468,AT5G62850
Ahg496469,AT5G62865
Ahg496470,AT5G62880
Ahg496474,AT5G62890
Ahg496475,AT5G62900
Ahg496476,AT5G62910
Ahg496477,AT5G62920
Ahg496478,AT5G62930
Ahg496480,AT3G28956
Ahg496483,AT5G62990
Ahg496485,AT5G63050
Ahg496486,AT5G63060
Ahg496492,AT5G63100
Ahg496493,AT5G63110
Ahg496494,AT5G63120
Ahg496497,AT5G63135
Ahg496499,AT5G63150
Ahg496502,AT5G63180
Ahg496503,AT5G63190
Ahg496505,AT5G63200
Ahg496506,AT5G63220
Ahg496508,AT5G63240
Ahg496509,AT5G63260
Ahg496511,AT5G63280
Ahg496512,AT5G63290
Ahg496513,AT5G63300
Ahg496515,AT5G63310
Ahg496518,AT5G63320
Ahg496519,AT5G63350
Ahg496525,AT5G63400
Ahg496527,AT5G63410
Ahg496532,AT5G63450
Ahg496533,AT5G63470
Ahg496535,AT5G63480
Ahg496536,AT5G63490
Ahg496538,AT5G63510
Ahg496541,AT5G63530
Ahg496545,AT5G63560
Ahg496546,AT5G63570
Ahg496548,AT5G63590
Ahg496549,AT5G63600
Ahg496551,AT5G63620
Ahg496554,AT5G63640
Ahg496559,AT5G63710
Ahg496560,AT5G63730
Ahg496561,AT5G63750
Ahg496562,AT5G63760
Ahg496564,AT5G63770
Ahg496566,AT5G63780
Ahg496568,AT5G63800
Ahg496573,AT5G63850
Ahg496574,AT5G63860
Ahg496576,AT5G63870
Ahg496578,AT5G63880
Ahg496581,AT5G63900
Ahg496583,AT5G63910
Ahg496584,AT5G63920
Ahg496585,AT5G63930
Ahg496587,AT5G63950
Ahg496588,AT5G63960
Ahg496591,AT5G63980
Ahg496593,AT5G63990
Ahg496594,AT5G64000
Ahg496595,AT5G64010
Ahg496596,AT5G64020
Ahg496597,AT5G64030
Ahg496598,AT5G64040
Ahg496600,AT5G64050
Ahg496601,AT5G64060
Ahg496602,AT5G64070
Ahg496603,AT5G64080
Ahg496605,AT5G64090
Ahg496608,AT5G64120
Ahg496610,AT5G64130
Ahg496612,AT5G64150
Ahg496615,AT5G64170
Ahg496617,AT5G64190
Ahg496619,AT5G64200
Ahg496620,AT5G64210
Ahg496623,AT5G64230
Ahg496625,AT5G64240
Ahg496627,AT5G64250
Ahg496629,AT5G64270
Ahg496632,AT5G64300
Ahg496633,AT5G64310
Ahg496634,AT5G64320
Ahg496639,AT5G64341
Ahg496641,AT5G64350
Ahg496643,AT5G64360
Ahg496645,AT5G64370
Ahg496646,AT5G64380
Ahg496648,AT5G64400
Ahg496649,AT5G64410
Ahg496650,AT5G64420
Ahg496651,AT5G64430
Ahg496659,AT5G64480
Ahg496665,AT5G64530
Ahg496668,AT5G64560
Ahg496670,AT5G64570
Ahg496671,AT5G64580
Ahg496672,AT5G64600
Ahg496673,AT5G64610
Ahg496675,AT5G64630
Ahg496679,AT5G64650
Ahg496680,AT5G64660
Ahg496681,AT5G64667
Ahg496682,AT5G64670
Ahg496683,AT5G64680
Ahg496685,AT5G64690
Ahg496689,AT5G64740
Ahg496690,AT5G64750
Ahg496691,AT5G64760
Ahg496693,AT5G64770
Ahg496694,AT5G64780
Ahg496695,AT5G64790
Ahg496696,AT5G64800
Ahg496697,AT5G64810
Ahg496698,AT5G64813
Ahg496702,AT5G64830
Ahg496704,AT5G64840
Ahg496705,AT5G64850
Ahg496706,AT5G64860
Ahg496707,AT5G64870
Ahg496708,AT5G64880
Ahg496711,AT5G64920
Ahg496712,AT5G64930
Ahg496718,AT5G64980
Ahg496719,AT5G64990
Ahg496721,AT5G65000
Ahg496723,AT5G65010
Ahg496724,AT5G65020
Ahg496726,AT5G65040
Ahg496727,AT5G65060
Ahg496732,AT5G65100
Ahg496739,AT5G65160
Ahg496741,AT5G65166
Ahg496742,AT5G65170
Ahg496743,AT5G65180
Ahg496745,AT5G65200
Ahg496747,AT5G65207
Ahg496754,AT5G65230
Ahg496756,AT5G65250
Ahg496759,AT5G65274
Ahg496763,AT5G65300
Ahg496765,AT5G65310
Ahg496768,AT5G65330
Ahg496771,AT5G65380
Ahg496774,AT5G65430
Ahg496780,AT5G65470
Ahg496782,AT5G65490
Ahg496783,AT5G65495
Ahg496786,AT5G65520
Ahg496787,AT5G65530
Ahg496788,AT5G65540
Ahg496790,AT5G65570
Ahg496791,AT5G65590
Ahg496795,AT5G65640
Ahg496800,AT5G65670
Ahg496802,AT5G65690
Ahg496807,AT5G65700
Ahg496808,AT5G65710
Ahg496809,AT5G65730
Ahg496810,AT5G65740
Ahg496813,AT5G65750
Ahg496814,AT5G65760
Ahg496816,AT5G65790
Ahg496818,AT5G65820
Ahg496819,AT5G65840
Ahg496820,AT5G65850
Ahg496822,AT5G65860
Ahg496826,AT5G65900
Ahg496828,AT5G65920
Ahg496832,AT5G67630
Ahg496834,AT5G67610
Ahg496835,AT5G67600
Ahg496840,AT5G67560
Ahg496841,AT5G67550
Ahg496842,AT5G67530
Ahg496843,AT5G67520
Ahg496844,AT5G67510
Ahg496845,AT5G67500
Ahg496846,AT5G67480
Ahg496849,AT5G67460
Ahg496850,AT5G67450
Ahg496854,AT5G67420
Ahg496856,AT5G67410
Ahg496860,AT5G67385
Ahg496862,AT5G67380
Ahg496863,AT5G67370
Ahg496864,AT5G67360
Ahg496866,AT5G67330
Ahg496869,AT5G67310
Ahg496871,AT5G67290
Ahg496872,AT5G67280
Ahg496873,AT5G67270
Ahg496876,AT5G67230
Ahg496878,AT5G67210
Ahg496879,AT5G67200
Ahg496882,AT5G67170
Ahg496884,AT5G67160
Ahg496886,AT5G67140
Ahg496887,AT5G67130
Ahg496889,AT5G67110
Ahg496892,AT5G67090
Ahg496895,AT5G67060
Ahg496897,AT5G67030
Ahg496899,AT5G67020
Ahg496902,AT5G66980
Ahg496904,AT5G66950
Ahg496906,AT5G66930
Ahg496910,AT5G66900
Ahg496913,AT5G66870
Ahg496915,AT5G66850
Ahg496919,AT5G66810
Ahg496920,AT5G66800
