gene,orthologs
Bra039116,AT3G01470
Bra019544,AT3G48450
Bra019713,AT2G25185
Bra023133,AT1G10000
Bra017963,AT3G49690
Bra005301,AT2G36080
Bra013879,AT4G25250
Bra023156,AT4G32190
Bra016907,AT1G58260
Bra023350,AT5G36930
Bra021156,AT2G16005
Bra005380,AT2G34925
Bra012874,AT3G51010
Bra036083,AT3G50470
Bra019255,AT4G23980
Bra025317,AT3G28007
Bra014056,AT1G46768
Bra030927,AT3G13670
Bra005207,AT2G37280
Bra036029,AT2G22050
Bra036037,AT3G49900
Bra016258,AT1G69880
Bra038293,AT3G45260
Bra034735,AT3G12750
Bra024705,AT1G26600
Bra017241,AT2G36380
Bra006624,AT5G22380
Bra032109,AT2G24280
Bra040504,AT3G01250
Bra003521,AT3G63070
Bra002337,AT5G20890
Bra014060,AT5G50380
Bra006243,AT5G14210
Bra031471,AT1G60950
Bra013723,AT4G23690
Bra017425,AT2G02060
Bra035192,AT1G80240
Bra005938,AT5G07470
Bra004204,AT1G67040
Bra006845,AT5G56920
Bra001021,AT3G01100
Bra014335,AT2G01240
Bra031573,AT1G07410
Bra008360,AT1G78420
Bra027616,AT5G52020
Bra026690,AT1G17080
Bra036306,AT4G01220
Bra037971,AT4G01360
Bra000182,AT2G40290
Bra011838,AT4G39720
Bra005148,AT2G37940
Bra000393,AT2G45660
Bra001649,AT3G17020
Bra026705,AT1G16810
Bra010415,AT4G29550
Bra015568,AT1G07260
Bra027455,AT5G42780
Bra003813,AT1G74210
Bra015084,AT5G57740
Bra001904,AT3G23140
Bra021773,AT2G32060
Bra033583,AT4G38910
Bra011925,AT2G28790
Bra019732,AT1G62330
Bra022756,AT5G50860
Bra033232,AT4G00630
Bra017905,AT1G58360
Bra023317,AT5G11260
Bra016200,AT1G70590
Bra014945,AT3G23390
Bra037692,AT2G43670
Bra022909,AT1G47790
Bra013573,AT4G21902
Bra000900,AT4G02010
Bra036237,AT4G02830
Bra035883,AT5G62720
Bra001054,AT3G02590
Bra014033,AT1G44900
Bra000239,AT2G41760
Bra034868,AT3G11070
Bra031360,AT1G22040
Bra028766,AT5G05220
Bra037288,AT2G16790
Bra001955,AT1G64610
Bra015149,AT2G04360
Bra015575,AT1G07340
Bra017379,AT4G12960
Bra026169,AT1G15020
Bra013161,AT2G06050
Bra013066,AT4G38920
Bra029811,AT3G10020
Bra020546,AT5G26170
Bra030665,AT1G06900
Bra035731,AT5G51180
Bra001113,AT5G59920
Bra011912,AT1G55325
Bra033549,AT4G16260
Bra012881,AT3G50900
Bra014590,AT5G52440
Bra003170,AT3G54110
Bra026803,AT1G14820
Bra029471,AT4G12620
Bra010683,AT4G39410
Bra029776,AT3G09580
Bra033801,AT3G46790
Bra010650,AT5G52930
Bra039332,AT2G45500
Bra005271,AT5G48620
Bra030758,AT1G09155
Bra002841,AT5G56160
Bra037987,AT1G55210
Bra038708,AT3G12300
Bra002894,AT4G08250
Bra023230,AT1G51420
Bra006711,AT5G59540
Bra030075,AT1G28150
Bra008763,AT5G14370
Bra016642,AT1G16170
Bra020127,AT5G20810
Bra036682,AT1G04120
Bra027847,AT1G62400
Bra004335,AT1G68765
Bra040330,AT2G44990
Bra015722,AT1G76740
Bra032866,AT1G28020
Bra022793,AT2G30350
Bra022439,AT2G41360
Bra014308,AT1G52030
Bra025017,AT5G46420
Bra007602,AT3G61415
Bra020723,AT5G47920
Bra029294,AT3G56090
Bra019613,AT5G61790
Bra009752,AT5G24330
Bra017519,AT5G46880
Bra020705,AT5G48380
Bra017619,AT4G33980
Bra015599,AT1G47840
Bra035769,AT3G20570
Bra026812,AT1G14687
Bra035157,AT1G80730
Bra005253,AT2G36680
Bra023393,AT5G13160
Bra020362,AT5G58660
Bra024996,AT5G46780
Bra036971,AT4G33905
Bra039939,AT5G49160
Bra013390,AT4G19370
Bra039864,AT4G01220
Bra038416,AT1G31260
Bra012718,AT4G16444
Bra013777,AT4G24220
Bra018595,AT1G54690
Bra002557,AT5G59560
Bra022005,AT2G43120
Bra032469,AT1G05310
Bra011338,AT4G32330
Bra005931,AT5G07300
Bra011189,AT4G30400
Bra013366,AT5G45630
Bra009453,AT5G04440
Bra039897,AT4G29770
Bra008931,AT5G11880
Bra021050,AT3G30430
Bra024645,AT1G27220
Bra014880,AT1G30450
Bra007935,AT1G20140
Bra020596,AT4G19110
Bra015484,AT1G06210
Bra018068,AT5G63150
Bra029422,AT3G17090
Bra036635,AT1G63010
Bra036342,AT3G26280
Bra015364,AT1G04920
Bra015648,AT1G77870
Bra016101,AT2G04920
Bra040023,AT3G07680
Bra035644,AT5G11240
Bra032881,AT1G28160
Bra026463,AT5G24260
Bra036210,AT3G29575
Bra023086,AT2G36895
Bra018516,AT4G03180
Bra036295,AT4G02075
Bra000549,AT2G25290
Bra009532,AT5G03180
Bra008210,AT4G40030
Bra014508,AT3G60966
Bra028231,AT5G39250
Bra031220,AT2G21880
Bra026302,AT4G27870
Bra012638,AT4G17810
Bra030610,AT1G05280
Bra027403,AT3G13750
Bra031329,AT3G22120
Bra002634,AT5G58600
Bra013717,AT4G23630
Bra026367,AT4G27230
Bra027229,AT3G15550
Bra014612,AT3G57670
Bra025673,AT1G74190
Bra008988,AT5G11130
Bra018810,AT5G43730
Bra016051,AT1G72530
Bra001629,AT3G16360
Bra016313,AT1G27170
Bra026455,AT5G56710
Bra006007,AT5G08565
Bra004913,AT2G45450
Bra027452,AT5G42740
Bra029903,AT3G48540
Bra035923,AT4G17380
Bra013261,AT4G17850
Bra026045,AT4G12640
Bra018658,AT1G08070
Bra018120,AT3G47690
Bra014975,AT3G23730
Bra038693,AT1G45190
Bra038120,AT3G17540
Bra036850,AT3G50910
Bra035814,AT4G15350
Bra037419,AT5G49330
Bra004536,AT2G46455
Bra021808,AT2G32710
Bra019950,AT1G10290
Bra032516,AT1G04080
Bra040852,AT1G36280
Bra023383,AT5G12940
Bra001138,AT3G05140
Bra021778,AT2G32300
Bra025029,AT5G46230
Bra023741,AT1G65660
Bra036225,AT3G29030
Bra006705,AT5G60180
Bra035241,AT1G66780
Bra003029,AT5G53850
Bra017091,AT2G39100
Bra016581,AT1G32990
Bra023302,AT1G32990
Bra007202,AT3G55950
Bra007636,AT3G61880
Bra001492,AT3G13160
Bra021788,AT5G65850
Bra011509,AT3G57230
Bra017242,AT3G13680
Bra029151,AT5G51950
Bra038252,AT3G20050
Bra039746,AT1G65930
Bra002767,AT5G57040
Bra020381,AT5G58200
Bra026293,AT4G28000
Bra004030,AT1G68570
Bra039652,AT1G49850
Bra031157,AT2G20990
Bra009351,AT5G08560
Bra004709,AT2G42580
Bra019521,AT3G47960
Bra019215,AT4G24610
Bra010281,AT4G30590
Bra019936,AT1G10417
Bra004206,AT1G67140
Bra015989,AT1G73480
Bra010545,AT4G23870
Bra016328,AT1G23870
Bra019694,AT1G13980
Bra034850,AT3G11330
Bra007177,AT3G55580
Bra026529,AT2G03980
Bra027904,AT1G57750
Bra017217,AT2G36895
Bra003853,AT1G73210
Bra039962,AT3G22550
Bra035952,AT5G60910
Bra037192,AT3G51460
Bra006912,AT3G52220
Bra022249,AT3G17830
Bra019074,AT1G67000
Bra038321,AT1G26355
Bra007415,AT3G58730
Bra029015,AT5G54620
Bra019005,AT4G12170
Bra022503,AT1G64970
Bra018740,AT1G48600
Bra009713,AT5G23890
Bra002197,AT5G18960
Bra015859,AT1G75210
Bra021550,AT3G14330
Bra034031,AT1G67060
Bra034761,AT3G12345
Bra022451,AT3G10240
Bra016116,AT1G71790
Bra023162,AT1G31140
Bra025000,AT5G46740
Bra003417,AT3G60510
Bra034093,AT3G10080
Bra001746,AT3G19490
Bra000189,AT2G40475
Bra036157,AT5G48870
Bra018434,AT1G10520
Bra014236,AT4G05410
Bra010742,AT4G38490
Bra021153,AT3G16000
Bra027592,AT5G45120
Bra005482,AT2G33680
Bra039051,AT5G67360
Bra006395,AT5G17310
Bra032967,AT1G80220
Bra017865,AT2G44020
Bra002926,AT5G55190
Bra004533,AT2G46505
Bra010241,AT4G31370
Bra012158,AT5G67385
Bra027052,AT1G62320
Bra034793,AT3G11980
Bra015473,AT1G06090
Bra031239,AT3G20880
Bra018476,AT5G17490
Bra005094,AT2G38600
Bra027171,AT3G16340
Bra032391,AT1G30440
Bra029525,AT5G14940
Bra011722,AT4G37150
Bra033293,AT1G01040
Bra026468,AT5G24100
Bra008602,AT5G16715
Bra010190,AT5G49690
Bra035259,AT4G11030
Bra019353,AT1G14800
Bra035111,AT1G16390
Bra008117,AT1G73980
Bra009901,AT5G26740
Bra011621,AT4G35530
Bra015777,AT1G76210
Bra011223,AT4G30810
Bra033647,AT5G42880
Bra032300,AT1G29280
Bra016905,AT1G48480
Bra004872,AT2G44830
Bra023585,AT5G16840
Bra032627,AT1G01225
Bra016152,AT5G63700
Bra024853,AT2G01735
Bra033006,AT3G27380
Bra021679,AT2G30933
Bra010963,AT1G24440
Bra027182,AT3G16210
Bra013830,AT4G24750
Bra016931,AT2G41475
Bra038885,AT5G41770
Bra028671,AT5G08150
Bra033954,AT1G68170
Bra024208,AT4G28365
Bra004366,AT1G69220
Bra005899,AT5G06570
Bra020251,AT5G60390
Bra019782,AT1G12740
Bra016275,AT1G26550
Bra006358,AT5G16500
Bra012550,AT4G19360
Bra009326,AT5G08170
Bra021747,AT2G31810
Bra041171,AT1G03140
Bra008958,AT5G11480
Bra009099,AT5G05250
Bra038017,AT1G50920
Bra011271,AT4G31430
Bra019024,AT4G27840
Bra028456,AT5G40380
Bra035104,AT1G79270
Bra006630,AT5G22670
Bra039281,AT2G46495
Bra028270,AT5G51700
Bra032938,AT3G26660
Bra031116,AT2G20340
Bra002074,AT2G17570
Bra011217,AT1G12950
Bra040760,AT2G29110
Bra026288,AT4G28050
Bra030671,AT1G07120
Bra039517,AT4G02480
Bra019828,AT1G13380
Bra022194,AT3G17060
Bra035273,AT4G10800
Bra039873,AT1G30880
Bra022129,AT4G13930
Bra034168,AT3G11180
Bra012861,AT3G51260
Bra021980,AT5G45490
Bra039544,AT4G15490
Bra040547,AT3G01680
Bra022540,AT5G51220
Bra037891,AT4G09900
Bra008694,AT5G15530
Bra031248,AT3G21070
Bra023204,AT1G31810
Bra022670,AT5G53790
Bra004643,AT4G30920
Bra014352,AT5G60380
Bra001153,AT3G05545
Bra027020,AT1G62760
Bra034192,AT4G03200
Bra026942,AT1G12980
Bra000474,AT2G29450
Bra007219,AT5G51350
Bra025939,AT1G17890
Bra034407,AT1G35670
Bra019445,AT3G43230
Bra026636,AT1G59406
Bra004330,AT1G68670
Bra038340,AT1G68890
Bra006067,AT5G10540
Bra008144,AT1G07070
Bra003929,AT5G24670
Bra034606,AT4G05230
Bra016246,AT1G69970
Bra019301,AT4G23470
Bra006734,AT5G52370
Bra010800,AT1G30080
Bra019963,AT1G10070
Bra014782,AT3G12000
Bra026712,AT1G16610
Bra017197,AT2G37300
Bra022567,AT5G51890
Bra037427,AT5G49240
Bra019975,AT1G09920
Bra032557,AT1G03090
Bra006864,AT5G56630
Bra019346,AT4G22920
Bra027333,AT3G14460
Bra014389,AT2G47640
Bra038557,AT2G18910
Bra040519,AT3G01470
Bra034909,AT3G26820
Bra020947,AT4G35120
Bra002808,arabinogalactan
Bra017209,AT2G37060
Bra041122,ATCG00350
Bra015545,AT1G07030
Bra008619,AT5G16490
Bra037141,AT5G66890
Bra026410,AT5G26710
Bra025069,AT5G45600
Bra019208,AT4G24790
Bra015587,AT1G07560
Bra040252,AT3G05820
Bra025349,AT3G28720
Bra019793,AT1G12845
Bra004571,AT2G40460
Bra027248,AT3G15380
Bra027796,AT1G63650
Bra013097,AT2G31345
Bra001561,AT3G14680
Bra004243,AT1G67650
Bra027293,AT3G14940
Bra010075,AT5G62350
Bra038078,AT4G15630
Bra038221,AT3G19595
Bra036933,AT5G61970
Bra035690,AT2G28570
Bra000880,AT4G02420
Bra036835,AT3G51130
Bra014537,AT3G59510
Bra023021,AT2G35658
Bra012277,AT1G21340
Bra036860,AT4G38220
Bra023674,AT5G18450
Bra015511,AT1G06570
Bra011467,AT4G33760
Bra032388,AT2G33370
Bra027957,AT1G54890
Bra029113,AT5G52600
Bra032002,AT3G03270
Bra035177,AT5G51280
Bra001804,AT3G20890
Bra008483,AT1G80290
Bra024266,AT1G27650
Bra040176,AT4G17695
Bra040764,AT2G05520
Bra027525,AT5G44070
Bra014313,AT3G47580
Bra023699,AT5G18930
Bra027309,AT4G36840
Bra006440,AT5G18120
Bra025255,AT5G42120
Bra037459,AT5G48820
Bra020584,AT5G27610
Bra025410,AT3G30210
Bra001809,AT3G21055
Bra013691,AT4G23440
Bra036711,AT2G19690
Bra010339,AT4G29060
Bra026930,AT1G13110
Bra009314,AT5G61110
Bra034915,AT1G20270
Bra016166,AT1G71015
Bra009886,AT5G26200
Bra001292,AT3G09980
Bra013733,AT2G19170
Bra016959,AT3G56660
Bra030565,AT1G04340
Bra031065,AT1G74950
Bra008519,AT4G00360
Bra017252,AT2G36250
Bra035538,AT5G35390
Bra007082,AT3G54610
Bra022640,AT5G54550
Bra007427,AT3G18410
Bra008405,AT1G79260
Bra013270,AT4G17950
Bra022741,AT5G54730
Bra016783,AT1G12260
Bra006784,AT5G58070
Bra022750,AT5G50930
Bra038481,AT4G16520
Bra019582,AT5G23970
Bra018676,AT1G76260
Bra006051,AT5G10140
Bra018721,AT5G20710
Bra017298,AT2G35736
Bra006313,AT5G15630
Bra021891,AT2G34050
Bra001330,AT4G15350
Bra009876,AT5G26030
Bra031250,AT3G21100
Bra007726,AT3G63090
Bra010926,AT1G27650
Bra026626,AT2G01900
Bra040111,AT4G17070
Bra009037,AT5G10380
Bra009937,AT5G27880
Bra020461,AT5G57180
Bra002647,AT5G58470
Bra012722,AT4G16410
Bra016096,AT1G71950
Bra036819,AT3G51300
Bra039841,AT4G34110
Bra012441,AT1G26800
Bra027240,AT3G15480
Bra033489,AT4G14350
Bra004132,AT1G65880
Bra037957,AT1G54020
Bra027960,AT1G54710
Bra014163,AT1G48950
Bra014699,AT2G40580
Bra011296,AT4G31750
Bra013114,AT2G15000
Bra030448,AT1G51260
Bra019124,AT4G26060
Bra018029,AT3G48880
Bra040897,AT3G57420
Bra034374,AT2G27860
Bra010487,AT4G24590
Bra007232,AT2G40475
Bra018767,AT5G27070
Bra029719,AT3G08770
Bra021093,AT3G15240
Bra018941,AT1G52030
Bra034394,AT2G28190
Bra038653,AT5G08560
Bra013215,AT3G25520
Bra003030,AT1G11330
Bra041014,AT4G26260
Bra009786,AT5G24960
Bra009207,AT5G06570
Bra019773,AT1G12540
Bra000871,AT4G02620
Bra014331,AT2G01260
Bra016708,AT1G14130
Bra022272,AT3G18030
Bra038826,AT1G02370
Bra034461,AT1G62050
Bra010585,AT4G37040
Bra023866,AT3G21690
Bra004250,AT4G01935
Bra019572,AT4G12730
Bra008678,AT5G15760
Bra026788,AT1G14990
Bra036177,AT5G48370
Bra010763,AT4G14350
Bra027601,AT5G45330
Bra015693,AT1G77120
Bra027416,AT3G13590
Bra030037,AT1G27320
Bra000461,AT4G22100
Bra005124,AT2G38300
Bra005984,AT5G08330
Bra007597,AT3G61360
Bra027639,AT1G63420
Bra004935,AT4G11680
Bra032407,AT1G30600
Bra035962,AT4G31690
Bra002102,AT5G17720
Bra026144,AT1G15320
Bra031278,AT3G21352
Bra025920,AT1G18270
Bra017620,AT4G33985
Bra002237,AT5G19450
Bra023888,AT3G21270
Bra012381,AT1G23600
Bra038943,AT2G24650
Bra032843,AT5G43110
Bra022242,AT3G17770
Bra034986,AT3G44020
Bra017192,AT2G37370
Bra027071,AT1G61930
Bra025019,AT5G46400
Bra040842,AT2G36350
Bra034287,AT2G25950
Bra033240,AT1G01710
Bra028280,AT5G51840
Bra015976,AT1G18160
Bra005833,AT5G04970
Bra029485,AT4G04180
Bra036526,AT5G24880
Bra028440,AT5G39720
Bra008438,AT1G80820
Bra011334,AT4G32290
Bra017405,AT2G03050
Bra032340,AT1G29860
Bra025391,AT1G77840
Bra008991,AT5G25280
Bra009108,AT5G05365
Bra035613,AT5G56290
Bra030293,AT2G21560
Bra005013,AT2G39795
Bra012944,AT5G61550
Bra024113,AT4G30010
Bra034954,AT3G43120
Bra030371,AT1G52680
Bra034547,AT4G33090
Bra006590,AT5G20990
Bra018087,AT3G48030
Bra005261,AT1G74030
Bra029846,AT5G04460
Bra009564,AT5G02820
Bra038147,AT1G57620
Bra009495,AT5G03990
Bra027865,AT1G74150
Bra038561,AT2G19070
Bra036467,AT2G20370
Bra033682,AT5G43530
Bra011352,AT2G25610
Bra008106,AT1G73650
Bra004472,AT2G47200
Bra028777,AT5G04890
Bra014995,AT1G31660
Bra020323,AT5G59310
Bra032522,AT1G04210
Bra022637,AT5G53200
Bra007266,AT3G56720
Bra030058,AT5G43110
Bra034249,AT5G67010
Bra031234,AT3G20840
Bra015291,AT1G04120
Bra026889,AT1G13780
Bra001710,AT3G18550
Bra013009,AT5G23010
Bra024415,AT5G65730
Bra009049,AT5G10220
Bra014554,AT3G58750
Bra031685,AT2G17420
Bra006261,AT5G14580
Bra023520,AT5G15490
Bra031855,AT3G57640
Bra012301,AT1G21970
Bra004151,AT4G08025
Bra030051,AT1G27440
Bra015707,AT1G76952
Bra015645,AT1G77950
Bra013607,AT4G22290
Bra002264,AT5G19850
Bra001703,AT3G18300
Bra007104,AT3G54840
Bra033014,AT5G56630
Bra008669,AT5G15840
Bra011022,AT1G26360
Bra027122,AT4G11170
Bra037666,AT2G44110
Bra001871,AT4G30090
Bra021215,AT3G17030
Bra000368,AT2G45070
Bra006345,AT5G16250
Bra032369,AT3G54620
Bra012987,AT5G61010
Bra030434,AT1G51610
Bra013610,AT4G22320
Bra014000,AT4G13850
Bra008029,AT1G72340
Bra016730,AT1G13410
Bra025124,AT2G03680
Bra010267,AT4G30930
Bra020666,AT5G49030
Bra026860,AT1G14080
Bra016653,AT1G15690
Bra035494,AT1G32700
Bra021790,AT2G32415
Bra022370,AT3G18930
Bra009782,AT5G24650
Bra024663,AT1G27070
Bra029073,AT5G53350
Bra024938,AT5G47510
Bra011204,AT4G30630
Bra032017,AT3G03100
Bra000137,AT1G73260
Bra023503,AT5G15100
Bra015004,AT3G24190
Bra038729,AT3G12560
Bra011018,AT1G26220
Bra001972,AT4G39260
Bra009407,AT5G04950
Bra001476,AT3G12900
Bra024824,AT2G02230
Bra033032,AT3G27950
Bra006954,AT3G52880
Bra000098,AT2G38820
Bra040365,AT5G48655
Bra027817,AT4G29090
Bra024492,AT3G58940
Bra040381,AT1G36060
Bra034029,AT5G38430
Bra013550,AT4G21710
Bra032505,AT5G23790
Bra002585,AT3G46850
Bra013032,AT2G17070
Bra002092,AT2G17790
Bra009827,AT5G25270
Bra010951,AT1G27430
Bra001261,AT3G07600
Bra025697,AT1G18900
Bra020904,AT4G21660
Bra010030,AT5G49540
Bra034718,AT3G12920
Bra016139,AT1G71420
Bra010153,AT1G32350
Bra016490,AT1G19870
Bra029049,AT5G53990
Bra000332,AT2G43870
Bra035719,AT5G50890
Bra025555,AT5G40660
Bra011818,AT4G39990
Bra039793,AT5G27260
Bra014852,AT3G53990
Bra031204,AT2G21610
Bra023598,AT3G44300
Bra037406,AT4G00860
Bra035521,AT1G31880
Bra004850,AT2G44610
Bra029749,AT3G09120
Bra032687,AT4G13050
Bra025793,AT1G20110
Bra011932,AT2G28690
Bra015844,AT1G75430
Bra001752,AT3G19580
Bra008068,AT1G73040
Bra039294,AT2G46040
Bra021673,AT2G30860
Bra002656,AT5G58370
Bra016420,AT1G21480
Bra006895,AT3G21640
Bra007227,AT3G56210
Bra034335,AT2G27220
Bra022712,AT2G41940
Bra033523,AT4G15990
Bra022868,AT2G31840
Bra040788,AT5G36940
Bra027664,AT1G63840
Bra017912,AT1G21400
Bra003844,AT1G73460
Bra028596,AT5G10170
Bra026391,AT5G62370
Bra033081,AT3G29070
Bra010089,AT5G62490
Bra028537,AT3G52870
Bra002848,AT5G56090
Bra001724,AT3G18820
Bra040446,AT3G63340
Bra031557,AT1G07210
Bra034861,AT3G11180
Bra007560,AT3G60780
Bra007275,AT3G56840
Bra028951,AT1G14800
Bra017442,AT2G01580
Bra035329,AT5G45570
Bra004829,AT2G44410
Bra009979,AT5G27110
Bra018998,AT1G52890
Bra027832,AT4G12040
Bra037050,AT4G32610
Bra023378,AT5G12840
Bra041136,AT3G50230
Bra027953,AT1G44542
Bra041106,ATCG00540
Bra003916,AT1G71710
Bra030864,AT5G42280
Bra033417,AT1G73880
Bra014201,AT1G49580
Bra005052,AT2G39340
Bra040927,AT2G28900
Bra007367,AT3G57940
Bra003467,AT3G61740
Bra014391,AT3G62810
Bra016683,AT1G14700
Bra038734,AT3G12580
Bra009251,AT5G07550
Bra004288,AT1G68200
Bra022929,AT4G22180
Bra027948,AT3G30290
Bra015727,AT1G76650
Bra024541,AT1G22840
Bra019869,AT1G11310
Bra031170,AT4G38790
Bra011248,AT4G31130
Bra019832,AT1G11755
Bra010823,AT1G29640
Bra018013,AT3G49060
Bra021711,AT2G31220
Bra016231,AT1G70160
Bra000082,AT2G38660
Bra006039,AT5G09920
Bra012687,AT4G17030
Bra009638,AT5G01300
Bra023075,AT2G36570
Bra027412,AT3G13610
Bra038116,AT1G53300
Bra017214,AT2G36960
Bra022563,AT5G51800
Bra030066,AT1G27930
Bra036164,AT5G48655
Bra034593,AT4G33960
Bra037182,AT5G66190
Bra006328,AT5G14640
Bra010990,AT1G65800
Bra016618,AT1G17110
Bra031063,AT1G19100
Bra010631,AT4G38040
Bra019673,AT1G14180
Bra018373,AT2G29620
Bra020658,AT5G49180
Bra020870,AT4G21810
Bra003462,AT2G46310
Bra009442,AT5G04560
Bra019886,AT1G11040
Bra029721,AT3G08800
Bra011407,AT4G33030
Bra034807,AT3G11830
Bra013133,AT2G13840
Bra013887,AT4G25340
Bra039484,AT5G35620
Bra020762,AT3G06260
Bra031238,AT4G03728
Bra020318,AT5G59380
Bra029090,AT5G53190
Bra017709,AT4G35335
Bra018071,AT3G48240
Bra010393,AT4G27870
Bra028665,AT5G08300
Bra001825,AT3G21320
Bra025446,AT5G37475
Bra026851,AT1G14180
Bra021024,AT1G71400
Bra000690,AT4G09730
Bra013624,AT4G22540
Bra003445,AT4G01830
Bra002370,AT5G21430
Bra037631,AT2G44830
Bra001242,AT3G07250
Bra011404,AT4G33000
Bra040182,AT4G17790
Bra022747,AT5G51020
Bra037134,AT5G66950
Bra023291,AT1G32790
Bra007019,AT3G53670
Bra014985,AT5G47320
Bra008242,AT1G76180
Bra007853,AT1G59850
Bra034720,AT3G12900
Bra038099,AT1G53090
Bra017679,AT3G31430
Bra020015,AT1G09550
Bra004503,AT2G46830
Bra039576,AT2G20810
Bra031312,AT1G19610
Bra037935,AT5G50170
Bra003002,AT5G54240
Bra017401,AT3G47140
Bra030022,AT3G50610
Bra000973,AT4G00440
Bra008540,AT4G01070
Bra030099,AT1G28470
Bra001250,AT3G07420
Bra014890,AT1G30760
Bra039093,AT3G27090
Bra030348,AT5G39930
Bra021392,AT2G47240
Bra005059,AT2G39210
Bra031729,AT1G11270
Bra037845,AT5G67450
Bra013347,AT3G49520
Bra019654,AT1G14370
Bra031145,AT2G20875
Bra022959,AT2G33870
Bra013400,AT4G19500
Bra030337,AT5G40240
Bra022895,AT2G32690
Bra001239,AT2G36850
Bra007521,AT3G60260
Bra023930,AT5G51600
Bra000478,AT2G28930
Bra037190,AT5G66050
Bra025085,AT5G45290
Bra039513,AT2G29320
Bra016967,AT2G40820
Bra004216,AT1G67300
Bra033719,AT5G44080
Bra017848,AT4G37700
Bra032629,AT1G01240
Bra003747,AT1G75550
Bra017584,AT1G48770
Bra009484,AT5G04120
Bra035278,AT1G63310
Bra029369,AT5G23370
Bra037557,AT3G18820
Bra038665,AT3G11591
Bra029869,AT3G10815
Bra020272,AT5G59980
Bra020396,AT5G58030
Bra029610,AT3G06890
Bra016710,AT1G14100
Bra013151,AT1G72270
Bra005824,AT5G04870
Bra004969,AT2G40316
Bra004326,AT1G68620
Bra032822,AT1G27370
Bra037643,AT2G44590
Bra007941,AT1G70760
Bra033152,AT4G11210
Bra021517,AT3G13920
Bra030512,AT1G02880
Bra014856,AT3G53930
Bra009305,AT5G07720
Bra031625,AT1G08410
Bra016934,AT2G41430
Bra000807,AT4G04890
Bra030959,AT5G55880
Bra001216,AT3G06778
Bra038750,AT4G21895
Bra019550,AT5G63370
Bra005990,AT5G08390
Bra007743,AT3G63440
Bra026996,AT1G12040
Bra013707,AT4G23540
Bra020303,AT5G59670
Bra007877,AT1G66580
Bra013846,AT4G24920
Bra040747,AT4G16720
Bra010490,AT4G24440
Bra022374,AT3G18960
Bra036575,AT5G26340
Bra022765,AT5G50720
Bra015123,AT3G25410
Bra031486,AT1G60750
Bra022350,AT3G18730
Bra032716,AT4G13560
Bra040986,AT5G39500
Bra015246,AT2G15900
Bra031371,AT1G22190
Bra029262,AT5G62420
Bra014404,AT3G62270
Bra036493,AT2G20680
Bra004854,AT2G44660
Bra029666,AT3G07650
Bra002147,AT5G18260
Bra013770,AT4G24160
Bra016123,AT1G71720
Bra004466,AT2G47260
Bra035580,AT5G55610
Bra007794,AT2G25530
Bra016606,AT1G17345
Bra014971,AT3G56980
Bra039109,AT2G31530
Bra001634,AT3G16500
Bra012266,AT1G21050
Bra024522,AT1G22610
Bra020327,AT1G35890
Bra038970,AT3G58390
Bra040575,AT4G16380
Bra015735,AT1G76540
Bra000133,AT2G39430
Bra028926,AT5G56440
Bra023843,AT4G15000
Bra035361,AT4G15880
Bra014483,AT3G60580
Bra014023,AT1G44191
Bra023745,AT3G23240
Bra021295,AT3G45680
Bra031736,AT1G11020
Bra012599,AT4G18400
Bra013631,AT4G22640
Bra030957,AT3G15210
Bra030167,AT1G29740
Bra021760,AT1G05580
Bra030314,AT2G21230
Bra041036,AT1G02500
Bra013383,AT4G20340
Bra010575,AT4G36800
Bra003900,AT1G72030
Bra034883,AT4G13230
Bra001570,AT3G14860
Bra014395,AT4G27830
Bra011137,AT4G29810
Bra009551,AT5G03080
Bra007387,AT3G44790
Bra002151,AT5G18290
Bra006663,AT5G60360
Bra010696,AT4G39200
Bra029142,AT5G52060
Bra040991,AT1G36320
Bra001613,AT3G15880
Bra038383,AT5G27260
Bra002870,AT5G55860
Bra033612,AT4G39320
Bra019865,AT1G11340
Bra039893,AT2G17940
Bra004014,AT1G68850
Bra012728,AT4G16230
Bra004705,AT2G42500
Bra023972,AT4G31920
Bra037471,AT5G48655
Bra025372,AT3G29030
Bra037373,AT1G56110
Bra011759,AT4G37410
Bra020817,AT4G23496
Bra002612,AT5G58880
Bra002844,AT5G56140
Bra017731,AT4G32700
Bra039009,AT2G19600
Bra029850,AT3G10540
Bra018454,AT1G10200
Bra002425,AT5G22650
Bra005200,AT3G53540
Bra037816,AT5G65410
Bra002965,AT5G54670
Bra018944,AT3G16410
Bra026857,AT1G14130
Bra006091,AT5G11200
Bra002296,AT5G20350
Bra013449,AT5G24960
Bra018615,AT1G08560
Bra022512,AT5G50360
Bra019137,AT4G25880
Bra020913,AT4G12770
Bra033477,AT5G32613
Bra032458,AT1G05620
Bra036455,AT1G49290
Bra024887,AT2G01440
Bra004756,AT2G43330
Bra021443,AT2G47790
Bra025324,AT3G28210
Bra027800,AT1G63500
Bra009768,AT5G24470
Bra005252,AT2G36710
Bra033159,AT4G11030
Bra027105,AT1G61050
Bra023186,AT1G31430
Bra024087,AT1G65310
Bra032334,AT1G29760
Bra004788,AT2G43840
Bra038538,AT2G22240
Bra037622,AT4G21070
Bra007627,AT3G61690
Bra037835,AT5G67620
Bra027605,AT5G45370
Bra037618,AT2G07760
Bra002674,AT5G58070
Bra012506,AT1G24510
Bra013506,AT4G16700
